Loan_Id,Account_Id,Date,Amount,Duration,Payments,Status
5932,4626,2020-06-18 00:00:00,33348,12,2779,Contract Finished
6877,9241,2020-06-19 00:00:00,285240,60,4754,Running Contract
6763,8772,2020-06-19 00:00:00,88272,48,1839,Running Contract
7085,10202,2020-06-19 00:00:00,305424,48,6363,Running Contract
7049,10063,2020-06-24 00:00:00,233424,36,6484,Running Contract
6959,9633,2020-06-30 00:00:00,59448,24,2477,Client in Debt
5214,1270,2020-07-01 00:00:00,74772,36,2077,Running Contract
6350,6678,2020-07-09 00:00:00,294384,48,6133,Running Contract
5063,442,2020-07-10 00:00:00,357840,48,7455,Client in Debt
5041,319,2020-07-11 00:00:00,369000,60,6150,Running Contract
5086,525,2020-07-16 00:00:00,210384,48,4383,Running Contract
6942,9513,2020-07-16 00:00:00,18324,12,1527,Contract Finished
5270,1528,2020-07-21 00:00:00,191088,48,3981,Running Contract
6705,8381,2020-07-25 00:00:00,333648,48,6951,Client in Debt
7051,10068,2020-07-28 00:00:00,77808,12,6484,Contract Finished
6758,8742,2020-07-29 00:00:00,33144,12,2762,Contract Finished
6249,6138,2020-07-30 00:00:00,67608,24,2817,Running Contract
5808,4099,2020-07-31 00:00:00,41856,48,872,Running Contract
5377,2116,2020-08-04 00:00:00,92400,12,7700,Contract Finished
5446,2334,2020-08-04 00:00:00,48312,24,2013,Running Contract
5856,4320,2020-08-09 00:00:00,51360,12,4280,Loan Not Paid
4986,97,2020-08-10 00:00:00,102876,12,8573,Contract Finished
7001,9859,2020-08-10 00:00:00,300600,60,5010,Running Contract
6677,8169,2020-08-12 00:00:00,97980,60,1633,Running Contract
6665,8114,2020-08-15 00:00:00,99300,60,1655,Running Contract
5817,4127,2020-08-15 00:00:00,100800,24,4200,Client in Debt
6984,9730,2020-08-15 00:00:00,116040,60,1934,Running Contract
6541,7565,2020-08-17 00:00:00,153504,48,3198,Running Contract
5117,718,2020-08-20 00:00:00,76944,12,6412,Contract Finished
6097,5362,2020-08-21 00:00:00,202848,48,4226,Running Contract
5389,2165,2020-08-22 00:00:00,78600,24,3275,Running Contract
7219,10905,2020-08-23 00:00:00,57120,48,1190,Running Contract
6338,6592,2020-08-24 00:00:00,390660,60,6511,Running Contract
6922,9424,2020-08-26 00:00:00,83628,36,2323,Running Contract
5367,2064,2020-08-26 00:00:00,83628,36,2323,Running Contract
5638,3249,2020-08-27 00:00:00,68124,12,5677,Contract Finished
5830,4190,2020-08-28 00:00:00,405780,60,6763,Running Contract
5338,1888,2020-08-30 00:00:00,57360,12,4780,Loan Not Paid
6007,4949,2020-08-30 00:00:00,289920,48,6040,Running Contract
6612,7907,2020-08-31 00:00:00,97392,12,8116,Contract Finished
5718,3637,2020-09-01 00:00:00,14028,12,1169,Contract Finished
6104,5395,2020-09-05 00:00:00,158184,36,4394,Running Contract
5229,1329,2020-09-06 00:00:00,23520,12,1960,Contract Finished
6625,7966,2020-09-07 00:00:00,473280,60,7888,Client in Debt
5206,1242,2020-09-07 00:00:00,128544,24,5356,Running Contract
5963,4746,2020-09-07 00:00:00,204780,60,3413,Running Contract
4990,110,2020-09-08 00:00:00,162576,36,4516,Running Contract
6641,8026,2020-09-09 00:00:00,128268,36,3563,Running Contract
5369,2080,2020-09-12 00:00:00,214596,36,5961,Running Contract
6196,5837,2020-09-14 00:00:00,177804,36,4939,Running Contract
5236,1374,2020-09-15 00:00:00,389136,48,8107,Running Contract
5719,3664,2020-09-20 00:00:00,271584,48,5658,Running Contract
5643,3273,2020-09-21 00:00:00,94512,12,7876,Loan Not Paid
7050,10065,2020-09-23 00:00:00,311232,48,6484,Running Contract
6355,6699,2020-09-24 00:00:00,127200,48,2650,Running Contract
6688,8268,2020-09-26 00:00:00,8616,24,359,Running Contract
6239,6083,2020-09-28 00:00:00,360864,48,7518,Client in Debt
5531,2753,2020-09-30 00:00:00,66432,24,2768,Running Contract
6113,5445,2020-10-01 00:00:00,78696,36,2186,Running Contract
7181,10679,2020-10-02 00:00:00,197808,24,8242,Running Contract
6118,5477,2020-10-04 00:00:00,349392,48,7279,Running Contract
7264,11141,2020-10-07 00:00:00,44940,12,3745,Contract Finished
5343,1906,2020-10-08 00:00:00,44952,24,1873,Running Contract
5051,378,2020-10-11 00:00:00,230400,60,3840,Running Contract
5779,3942,2020-10-14 00:00:00,107352,36,2982,Running Contract
6605,7890,2020-10-14 00:00:00,79344,48,1653,Running Contract
6655,8085,2020-10-17 00:00:00,260400,60,4340,Client in Debt
6534,7542,2020-10-19 00:00:00,590820,60,9847,Running Contract
5681,3448,2020-10-20 00:00:00,68664,24,2861,Running Contract
6607,7894,2020-10-21 00:00:00,153144,36,4254,Running Contract
6242,6097,2020-10-22 00:00:00,26208,36,728,Running Contract
7242,11027,2020-10-23 00:00:00,48096,24,2004,Running Contract
7277,11231,2020-10-24 00:00:00,89280,12,7440,Contract Finished
6675,8158,2020-11-01 00:00:00,238716,36,6631,Running Contract
5398,2187,2020-11-04 00:00:00,53472,12,4456,Contract Finished
5956,4725,2020-11-04 00:00:00,168264,36,4674,Running Contract
5731,3711,2020-11-05 00:00:00,460980,60,7683,Client in Debt
6956,9631,2020-11-09 00:00:00,59448,24,2477,Running Contract
6437,7052,2020-11-09 00:00:00,63972,36,1777,Client in Debt
5447,2335,2020-11-12 00:00:00,541200,60,9020,Client in Debt
5973,4784,2020-11-24 00:00:00,219456,48,4572,Running Contract
6075,5267,2020-11-26 00:00:00,129312,24,5388,Client in Debt
5281,1580,2020-11-27 00:00:00,194256,24,8094,Running Contract
5103,666,2020-11-28 00:00:00,12540,12,1045,Contract Finished
6468,7176,2020-11-30 00:00:00,203940,60,3399,Running Contract
7209,10857,2020-11-30 00:00:00,385560,60,6426,Client in Debt
5584,2986,2020-12-06 00:00:00,24792,24,1033,Running Contract
4988,103,2020-12-06 00:00:00,265320,36,7370,Client in Debt
6502,7424,2020-12-08 00:00:00,30276,12,2523,Contract Finished
5651,3329,2020-12-08 00:00:00,19248,12,1604,Contract Finished
4962,25,2020-12-08 00:00:00,30276,12,2523,Contract Finished
5862,4342,2020-12-09 00:00:00,100128,24,4172,Running Contract
7199,10789,2020-12-09 00:00:00,45768,12,3814,Contract Finished
6727,8505,2020-12-10 00:00:00,42840,12,3570,Contract Finished
7279,11244,2020-12-11 00:00:00,155760,24,6490,Running Contract
6544,7594,2020-12-11 00:00:00,130464,48,2718,Running Contract
5933,4631,2020-12-13 00:00:00,87528,24,3647,Running Contract
6574,7745,2020-12-20 00:00:00,77544,36,2154,Running Contract
6399,6902,2020-12-21 00:00:00,49320,36,1370,Running Contract
7187,10711,2020-12-24 00:00:00,24180,60,403,Running Contract
6353,6686,2020-12-25 00:00:00,116496,24,4854,Running Contract
5043,339,2020-12-25 00:00:00,468060,60,7801,Running Contract
5469,2445,2020-12-26 00:00:00,293160,60,4886,Running Contract
5976,4794,2020-12-27 00:00:00,465504,48,9698,Client in Debt
6059,5196,2020-12-28 00:00:00,79824,12,6652,Contract Finished
5799,4052,2020-12-28 00:00:00,106128,36,2948,Running Contract
6147,5602,2020-12-28 00:00:00,177504,48,3698,Running Contract
6254,6157,2020-12-28 00:00:00,247920,48,5165,Running Contract
7100,10280,2020-12-31 00:00:00,348120,60,5802,Running Contract
7147,10478,2021-01-02 00:00:00,267600,48,5575,Running Contract
5909,4550,2021-01-03 00:00:00,61320,60,1022,Running Contract
7037,10022,2021-01-03 00:00:00,218064,48,4543,Running Contract
5782,3953,2021-01-04 00:00:00,63576,12,5298,Running Contract
6237,6075,2021-01-06 00:00:00,407952,48,8499,Client in Debt
6552,7632,2021-01-08 00:00:00,170448,48,3551,Running Contract
7067,10134,2021-01-11 00:00:00,136368,24,5682,Running Contract
5320,1819,2021-01-11 00:00:00,143676,36,3991,Running Contract
5930,4616,2021-01-12 00:00:00,66696,24,2779,Running Contract
6486,7240,2021-01-15 00:00:00,152160,60,2536,Running Contract
5245,1407,2021-01-17 00:00:00,125472,24,5228,Running Contract
6643,8038,2021-01-18 00:00:00,35856,24,1494,Running Contract
5260,1480,2021-01-19 00:00:00,123300,36,3425,Running Contract
5569,2936,2021-01-20 00:00:00,504000,60,8400,Running Contract
7110,10345,2021-01-21 00:00:00,31260,12,2605,Running Contract
7139,10445,2021-01-22 00:00:00,23412,12,1951,Running Contract
6791,8926,2021-01-23 00:00:00,566640,60,9444,Running Contract
5360,2035,2021-01-25 00:00:00,176328,36,4898,Running Contract
5287,1638,2021-01-26 00:00:00,64224,24,2676,Running Contract
6553,7636,2021-01-26 00:00:00,42384,12,3532,Running Contract
7072,10148,2021-01-27 00:00:00,22104,12,1842,Running Contract
6044,5133,2021-01-27 00:00:00,57060,12,4755,Running Contract
5332,1869,2021-01-29 00:00:00,37944,36,1054,Running Contract
6866,9201,2021-02-05 00:00:00,122472,24,5103,Running Contract
6633,7997,2021-02-05 00:00:00,160656,24,6694,Running Contract
6926,9455,2021-02-07 00:00:00,374760,60,6246,Running Contract
6442,7082,2021-02-08 00:00:00,194160,48,4045,Running Contract
5889,4456,2021-02-09 00:00:00,321240,60,5354,Running Contract
5765,3875,2021-02-10 00:00:00,153936,24,6414,Running Contract
5124,785,2021-02-12 00:00:00,156096,36,4336,Running Contract
5491,2545,2021-02-13 00:00:00,428784,48,8933,Running Contract
6730,8523,2021-02-15 00:00:00,93036,12,7753,Running Contract
7151,10493,2021-02-18 00:00:00,133800,24,5575,Running Contract
5140,873,2021-02-24 00:00:00,178500,60,2975,Running Contract
7171,10650,2021-02-24 00:00:00,196224,48,4088,Running Contract
6568,7713,2021-02-25 00:00:00,220440,60,3674,Running Contract
6861,9179,2021-02-28 00:00:00,215040,60,3584,Running Contract
6855,9153,2021-03-01 00:00:00,52236,36,1451,Running Contract
7129,10404,2021-03-01 00:00:00,194280,60,3238,Running Contract
5384,2142,2021-03-07 00:00:00,23328,12,1944,Running Contract
6859,9167,2021-03-07 00:00:00,272220,60,4537,Running Contract
5772,3906,2021-03-08 00:00:00,334620,60,5577,Running Contract
5665,3390,2021-03-11 00:00:00,40632,12,3386,Running Contract
6495,7274,2021-03-12 00:00:00,49044,12,4087,Running Contract
5061,440,2021-03-13 00:00:00,84288,48,1756,Running Contract
6948,9560,2021-03-15 00:00:00,157068,36,4363,Running Contract
5773,3907,2021-03-16 00:00:00,133848,24,5577,Running Contract
6052,5164,2021-03-23 00:00:00,22356,36,621,Running Contract
6682,8225,2021-03-30 00:00:00,36204,12,3017,Client in Debt
6083,5305,2021-03-31 00:00:00,240528,48,5011,Running Contract
6962,9646,2021-04-02 00:00:00,279072,48,5814,Running Contract
5158,1004,2021-04-11 00:00:00,188532,36,5237,Running Contract
6464,7156,2021-04-16 00:00:00,49488,24,2062,Running Contract
5172,1083,2021-04-16 00:00:00,50976,36,1416,Running Contract
5582,2982,2021-04-17 00:00:00,41256,12,3438,Running Contract
6136,5572,2021-04-19 00:00:00,140880,60,2348,Running Contract
6235,6062,2021-04-19 00:00:00,321360,60,5356,Running Contract
6508,7437,2021-04-19 00:00:00,110736,48,2307,Running Contract
4968,38,2021-04-19 00:00:00,110736,48,2307,Running Contract
6632,7990,2021-04-23 00:00:00,144960,48,3020,Running Contract
7195,10774,2021-04-23 00:00:00,339168,48,7066,Running Contract
5525,2720,2021-04-27 00:00:00,93888,36,2608,Running Contract
6320,6495,2021-04-28 00:00:00,104964,12,8747,Running Contract
6766,8784,2021-04-28 00:00:00,74352,24,3098,Running Contract
6872,9227,2021-04-29 00:00:00,191580,60,3193,Running Contract
5906,4533,2021-05-05 00:00:00,81144,36,2254,Running Contract
7172,10652,2021-05-07 00:00:00,45720,12,3810,Running Contract
6571,7733,2021-05-12 00:00:00,140064,24,5836,Running Contract
5616,3143,2021-05-15 00:00:00,130896,24,5454,Running Contract
6312,6453,2021-05-17 00:00:00,10944,36,304,Running Contract
6470,7181,2021-05-17 00:00:00,49872,12,4156,Running Contract
5147,938,2021-05-21 00:00:00,22260,60,371,Running Contract
5501,2622,2021-05-21 00:00:00,136344,24,5681,Running Contract
6436,7049,2021-05-22 00:00:00,495180,60,8253,Running Contract
5699,3562,2021-05-24 00:00:00,174960,24,7290,Running Contract
5313,1776,2021-05-27 00:00:00,43200,24,1800,Running Contract
6234,6061,2021-05-28 00:00:00,5148,12,429,Running Contract
6569,7721,2021-05-28 00:00:00,45456,12,3788,Running Contract
7202,10812,2021-05-29 00:00:00,140688,48,2931,Running Contract
5683,3460,2021-05-29 00:00:00,140688,48,2931,Running Contract
5034,303,2021-05-30 00:00:00,112752,36,3132,Running Contract
5435,2279,2021-06-01 00:00:00,314688,48,6556,Running Contract
5815,4116,2021-06-03 00:00:00,151200,36,4200,Running Contract
5589,3005,2021-06-05 00:00:00,390000,48,8125,Running Contract
6746,8639,2021-06-06 00:00:00,185640,60,3094,Running Contract
6790,8919,2021-06-08 00:00:00,76104,24,3171,Running Contract
6857,9159,2021-06-08 00:00:00,69600,48,1450,Running Contract
6450,7099,2021-06-10 00:00:00,234336,48,4882,Running Contract
7221,10915,2021-06-11 00:00:00,152460,60,2541,Running Contract
5527,2728,2021-06-15 00:00:00,156420,60,2607,Running Contract
5620,3161,2021-06-16 00:00:00,30012,12,2501,Running Contract
6215,5944,2021-06-18 00:00:00,78720,48,1640,Running Contract
7167,10644,2021-06-18 00:00:00,269964,36,7499,Running Contract
5823,4144,2021-06-21 00:00:00,212976,36,5916,Running Contract
6207,5912,2021-06-23 00:00:00,184620,60,3077,Running Contract
6932,9491,2021-06-25 00:00:00,225504,48,4698,Running Contract
5669,3403,2021-06-27 00:00:00,71820,36,1995,Running Contract
5154,993,2021-07-01 00:00:00,108720,60,1812,Running Contract
7168,10645,2021-07-05 00:00:00,208332,36,5787,Running Contract
5585,2988,2021-07-08 00:00:00,88608,12,7384,Running Contract
7200,10799,2021-07-11 00:00:00,31140,60,519,Running Contract
6539,7559,2021-07-11 00:00:00,12792,12,1066,Running Contract
5774,3916,2021-07-12 00:00:00,96984,36,2694,Running Contract
6357,6706,2021-07-12 00:00:00,64860,60,1081,Running Contract
5042,330,2021-07-12 00:00:00,331584,48,6908,Running Contract
5015,226,2021-07-12 00:00:00,109344,12,9112,Running Contract
5354,2000,2021-07-14 00:00:00,290820,60,4847,Running Contract
6054,5180,2021-07-16 00:00:00,58764,12,4897,Running Contract
7295,11328,2021-07-18 00:00:00,280440,60,4674,Running Contract
5365,2055,2021-07-19 00:00:00,271260,60,4521,Running Contract
6755,8713,2021-07-24 00:00:00,170700,60,2845,Running Contract
5991,4858,2021-07-27 00:00:00,335184,48,6983,Client in Debt
7035,10005,2021-07-29 00:00:00,210744,36,5854,Running Contract
5893,4467,2021-08-03 00:00:00,86184,36,2394,Running Contract
7164,10613,2021-08-15 00:00:00,249792,48,5204,Running Contract
5304,1718,2021-08-20 00:00:00,172272,24,7178,Running Contract
5561,2910,2021-08-29 00:00:00,437460,60,7291,Running Contract
5520,2699,2021-08-30 00:00:00,231168,48,4816,Running Contract
5241,1389,2021-09-02 00:00:00,125472,24,5228,Running Contract
7096,10257,2021-09-02 00:00:00,37812,12,3151,Running Contract
6078,5283,2021-09-09 00:00:00,170832,48,3559,Running Contract
5046,349,2021-09-09 00:00:00,42816,12,3568,Running Contract
5334,1876,2021-09-10 00:00:00,209040,24,8710,Running Contract
6969,9673,2021-09-12 00:00:00,88200,36,2450,Running Contract
6821,9037,2021-09-15 00:00:00,321936,48,6707,Running Contract
5760,3862,2021-09-18 00:00:00,74916,36,2081,Running Contract
5614,3137,2021-09-21 00:00:00,253560,60,4226,Running Contract
7091,10243,2021-09-22 00:00:00,113436,36,3151,Running Contract
5698,3556,2021-09-22 00:00:00,174840,60,2914,Running Contract
5169,1068,2021-09-24 00:00:00,253200,60,4220,Running Contract
7294,11327,2021-09-27 00:00:00,39168,24,1632,Running Contract
5318,1808,2021-09-30 00:00:00,385584,48,8033,Running Contract
5368,2073,2021-10-05 00:00:00,44640,24,1860,Running Contract
6923,9433,2021-10-05 00:00:00,44640,24,1860,Running Contract
5463,2413,2021-10-06 00:00:00,17952,12,1496,Running Contract
5265,1498,2021-10-07 00:00:00,165780,60,2763,Running Contract
6321,6505,2021-10-08 00:00:00,38496,12,3208,Running Contract
5226,1318,2021-10-11 00:00:00,185544,36,5154,Running Contract
6868,9208,2021-10-12 00:00:00,82128,24,3422,Running Contract
4967,37,2021-10-14 00:00:00,318480,60,5308,Client in Debt
5293,1656,2021-10-29 00:00:00,189792,48,3954,Running Contract
5865,4354,2021-10-30 00:00:00,327660,60,5461,Running Contract
5841,4268,2021-11-04 00:00:00,41988,12,3499,Running Contract
5526,2725,2021-11-08 00:00:00,69624,36,1934,Running Contract
6852,9140,2021-11-10 00:00:00,16032,48,334,Running Contract
6469,7180,2021-11-17 00:00:00,99744,24,4156,Running Contract
6168,5698,2021-11-21 00:00:00,99216,36,2756,Running Contract
7292,11317,2021-11-22 00:00:00,317460,60,5291,Running Contract
5036,309,2021-11-25 00:00:00,91248,48,1901,Running Contract
5644,3293,2021-11-27 00:00:00,276084,36,7669,Running Contract
6856,9156,2021-12-01 00:00:00,163332,36,4537,Running Contract
5428,2262,2021-12-02 00:00:00,230220,36,6395,Running Contract
5027,276,2021-12-02 00:00:00,160920,36,4470,Running Contract
4989,105,2021-12-05 00:00:00,352704,48,7348,Running Contract
5221,1284,2021-12-05 00:00:00,52512,12,4376,Running Contract
6402,6922,2021-12-06 00:00:00,139488,24,5812,Running Contract
5346,1928,2021-12-06 00:00:00,55632,24,2318,Running Contract
6748,8645,2021-12-08 00:00:00,240900,60,4015,Running Contract
