Card_Id,Disp_Id,Type,Issued
39,254,Gold,2022-07-14 00:00:00
435,2740,Gold,2022-07-15 00:00:00
411,2572,Gold,2022-07-15 00:00:00
548,3501,Gold,2022-07-16 00:00:00
1167,12335,Gold,2022-07-18 00:00:00
727,4723,Gold,2022-07-19 00:00:00
603,3850,Gold,2022-07-20 00:00:00
496,3183,Silver,2022-07-21 00:00:00
73,451,Silver,2022-07-21 00:00:00
146,822,Gold,2022-07-23 00:00:00
439,2779,Gold,2022-07-23 00:00:00
613,3913,Gold,2022-07-23 00:00:00
323,2065,Silver,2022-07-24 00:00:00
623,3984,Gold,2022-07-25 00:00:00
530,3360,Gold,2022-07-25 00:00:00
396,2508,Gold,2022-07-26 00:00:00
1076,10604,Diamond,2022-07-27 00:00:00
344,2168,Gold,2022-07-27 00:00:00
525,3337,Gold,2022-07-27 00:00:00
42,264,Silver,2022-07-28 00:00:00
740,4823,Silver,2022-07-28 00:00:00
780,5333,Gold,2022-07-29 00:00:00
509,3253,Diamond,2022-07-30 00:00:00
308,1938,Gold,2022-07-30 00:00:00
618,3947,Gold,2022-07-31 00:00:00
209,1251,Gold,2022-07-31 00:00:00
1155,12088,Gold,2022-08-01 00:00:00
95,519,Silver,2022-08-01 00:00:00
833,6299,Gold,2022-08-01 00:00:00
319,2038,Silver,2022-08-02 00:00:00
795,5563,Gold,2022-08-02 00:00:00
508,3249,Gold,2022-08-03 00:00:00
78,468,Gold,2022-08-04 00:00:00
683,4437,Gold,2022-08-05 00:00:00
32,219,Gold,2022-08-06 00:00:00
550,3515,Gold,2022-08-08 00:00:00
1217,13098,Silver,2022-08-09 00:00:00
1003,9274,Gold,2022-08-09 00:00:00
179,1059,Gold,2022-08-10 00:00:00
169,1019,Gold,2022-08-10 00:00:00
221,1339,Gold,2022-08-10 00:00:00
684,4457,Gold,2022-08-11 00:00:00
77,466,Gold,2022-08-13 00:00:00
581,3721,Gold,2022-08-13 00:00:00
47,280,Gold,2022-08-13 00:00:00
386,2478,Gold,2022-08-14 00:00:00
346,2177,Gold,2022-08-14 00:00:00
406,2548,Gold,2022-08-16 00:00:00
951,8392,Gold,2022-08-16 00:00:00
519,3297,Gold,2022-08-16 00:00:00
321,2058,Diamond,2022-08-16 00:00:00
128,716,Gold,2022-08-19 00:00:00
711,4592,Gold,2022-08-19 00:00:00
538,3414,Diamond,2022-08-20 00:00:00
29,192,Gold,2022-08-20 00:00:00
834,6301,Gold,2022-08-21 00:00:00
461,2977,Diamond,2022-08-21 00:00:00
239,1453,Diamond,2022-08-24 00:00:00
395,2502,Gold,2022-08-24 00:00:00
531,3378,Diamond,2022-08-24 00:00:00
1150,12020,Gold,2022-08-25 00:00:00
96,528,Gold,2022-08-26 00:00:00
367,2343,Gold,2022-08-27 00:00:00
1023,9621,Gold,2022-08-30 00:00:00
702,4543,Gold,2022-08-30 00:00:00
405,2542,Gold,2022-08-31 00:00:00
480,3092,Gold,2022-09-01 00:00:00
1098,11063,Gold,2022-09-01 00:00:00
79,469,Gold,2022-09-02 00:00:00
402,2536,Gold,2022-09-03 00:00:00
551,3517,Gold,2022-09-03 00:00:00
425,2662,Silver,2022-09-04 00:00:00
1195,12787,Diamond,2022-09-04 00:00:00
1154,12070,Gold,2022-09-05 00:00:00
307,1930,Diamond,2022-09-05 00:00:00
752,4944,Silver,2022-09-06 00:00:00
134,769,Gold,2022-09-07 00:00:00
285,1811,Diamond,2022-09-10 00:00:00
544,3448,Diamond,2022-09-10 00:00:00
526,3339,Gold,2022-09-10 00:00:00
352,2235,Gold,2022-09-11 00:00:00
328,2121,Silver,2022-09-12 00:00:00
26,161,Gold,2022-09-14 00:00:00
141,808,Gold,2022-09-15 00:00:00
151,861,Gold,2022-09-16 00:00:00
203,1231,Gold,2022-09-16 00:00:00
653,4212,Gold,2022-09-16 00:00:00
880,7186,Gold,2022-09-17 00:00:00
620,3959,Gold,2022-09-17 00:00:00
630,4019,Gold,2022-09-18 00:00:00
1188,12678,Gold,2022-09-19 00:00:00
389,2489,Diamond,2022-09-19 00:00:00
1024,9622,Gold,2022-09-20 00:00:00
193,1179,Diamond,2022-09-21 00:00:00
758,5016,Gold,2022-09-21 00:00:00
634,4081,Silver,2022-09-22 00:00:00
361,2312,Gold,2022-09-23 00:00:00
242,1473,Gold,2022-09-24 00:00:00
923,7855,Gold,2022-09-24 00:00:00
1007,9333,Diamond,2022-09-25 00:00:00
520,3308,Gold,2022-09-25 00:00:00
629,4018,Silver,2022-09-25 00:00:00
335,2137,Gold,2022-09-25 00:00:00
414,2606,Gold,2022-09-26 00:00:00
36,236,Gold,2022-09-28 00:00:00
561,3581,Diamond,2022-09-28 00:00:00
291,1836,Gold,2022-09-29 00:00:00
231,1390,Silver,2022-09-29 00:00:00
782,5376,Gold,2022-09-29 00:00:00
180,1062,Gold,2022-09-29 00:00:00
765,5175,Gold,2022-09-29 00:00:00
357,2277,Silver,2022-09-29 00:00:00
554,3535,Gold,2022-09-29 00:00:00
956,8502,Gold,2022-09-30 00:00:00
676,4380,Gold,2022-09-30 00:00:00
255,1579,Diamond,2022-10-01 00:00:00
1193,12743,Gold,2022-10-01 00:00:00
416,2616,Gold,2022-10-01 00:00:00
585,3753,Diamond,2022-10-01 00:00:00
744,4863,Gold,2022-10-02 00:00:00
23,146,Gold,2022-10-03 00:00:00
394,2501,Gold,2022-10-05 00:00:00
460,2971,Gold,2022-10-05 00:00:00
35,231,Gold,2022-10-07 00:00:00
447,2845,Gold,2022-10-07 00:00:00
264,1669,Gold,2022-10-07 00:00:00
245,1483,Gold,2022-10-08 00:00:00
505,3233,Silver,2022-10-09 00:00:00
336,2138,Silver,2022-10-09 00:00:00
366,2335,Gold,2022-10-09 00:00:00
533,3384,Gold,2022-10-09 00:00:00
288,1826,Gold,2022-10-10 00:00:00
754,4976,Silver,2022-10-10 00:00:00
116,646,Gold,2022-10-11 00:00:00
1035,9732,Gold,2022-10-11 00:00:00
682,4429,Gold,2022-10-11 00:00:00
792,5526,Gold,2022-10-11 00:00:00
385,2476,Gold,2022-10-12 00:00:00
53,333,Gold,2022-10-13 00:00:00
751,4941,Silver,2022-10-15 00:00:00
614,3938,Silver,2022-10-16 00:00:00
957,8506,Silver,2022-10-16 00:00:00
1,9,Diamond,2022-10-16 00:00:00
743,4862,Diamond,2022-10-18 00:00:00
61,374,Gold,2022-10-18 00:00:00
60,370,Gold,2022-10-18 00:00:00
74,453,Gold,2022-10-18 00:00:00
749,4929,Gold,2022-10-19 00:00:00
339,2154,Gold,2022-10-19 00:00:00
769,5224,Gold,2022-10-20 00:00:00
488,3134,Diamond,2022-10-20 00:00:00
31,208,Gold,2022-10-21 00:00:00
542,3439,Gold,2022-10-22 00:00:00
750,4937,Gold,2022-10-24 00:00:00
855,6764,Gold,2022-10-24 00:00:00
299,1886,Gold,2022-10-25 00:00:00
158,928,Diamond,2022-10-25 00:00:00
857,6789,Silver,2022-10-25 00:00:00
230,1388,Diamond,2022-10-25 00:00:00
295,1864,Gold,2022-10-26 00:00:00
584,3751,Gold,2022-10-28 00:00:00
449,2865,Gold,2022-10-28 00:00:00
351,2232,Gold,2022-11-01 00:00:00
138,791,Gold,2022-11-02 00:00:00
524,3333,Gold,2022-11-02 00:00:00
693,4495,Silver,2022-11-03 00:00:00
604,3858,Gold,2022-11-04 00:00:00
746,4901,Gold,2022-11-04 00:00:00
333,2128,Gold,2022-11-04 00:00:00
129,719,Gold,2022-11-05 00:00:00
429,2709,Gold,2022-11-05 00:00:00
424,2659,Gold,2022-11-06 00:00:00
345,2175,Gold,2022-11-07 00:00:00
1165,12291,Gold,2022-11-08 00:00:00
1070,10490,Silver,2022-11-08 00:00:00
217,1316,Gold,2022-11-09 00:00:00
636,4091,Silver,2022-11-09 00:00:00
820,6039,Gold,2022-11-10 00:00:00
46,273,Gold,2022-11-10 00:00:00
742,4833,Gold,2022-11-10 00:00:00
404,2540,Silver,2022-11-12 00:00:00
102,575,Gold,2022-11-12 00:00:00
455,2924,Gold,2022-11-13 00:00:00
253,1536,Diamond,2022-11-14 00:00:00
570,3620,Gold,2022-11-14 00:00:00
27,167,Silver,2022-11-15 00:00:00
580,3713,Gold,2022-11-16 00:00:00
409,2562,Gold,2022-11-16 00:00:00
205,1242,Gold,2022-11-16 00:00:00
773,5245,Gold,2022-11-18 00:00:00
487,3130,Gold,2022-11-18 00:00:00
177,1056,Gold,2022-11-19 00:00:00
632,4069,Gold,2022-11-19 00:00:00
445,2820,Diamond,2022-11-19 00:00:00
1001,9247,Gold,2022-11-20 00:00:00
257,1589,Gold,2022-11-20 00:00:00
178,1057,Gold,2022-11-21 00:00:00
704,4553,Diamond,2022-11-21 00:00:00
56,339,Gold,2022-11-22 00:00:00
148,834,Gold,2022-11-22 00:00:00
392,2496,Gold,2022-11-22 00:00:00
523,3319,Silver,2022-11-23 00:00:00
1175,12494,Gold,2022-11-24 00:00:00
466,2998,Gold,2022-11-25 00:00:00
500,3192,Gold,2022-11-26 00:00:00
4,42,Gold,2022-11-26 00:00:00
388,2488,Silver,2022-11-26 00:00:00
164,992,Gold,2022-11-29 00:00:00
489,3135,Gold,2022-11-29 00:00:00
626,3992,Gold,2022-11-30 00:00:00
1169,12354,Gold,2022-11-30 00:00:00
1137,11771,Diamond,2022-12-01 00:00:00
677,4382,Silver,2022-12-01 00:00:00
20,131,Gold,2022-12-02 00:00:00
657,4246,Silver,2022-12-02 00:00:00
219,1329,Gold,2022-12-04 00:00:00
819,5978,Diamond,2022-12-06 00:00:00
1177,12535,Diamond,2022-12-06 00:00:00
341,2156,Diamond,2022-12-06 00:00:00
692,4493,Gold,2022-12-08 00:00:00
715,4639,Silver,2022-12-08 00:00:00
131,725,Gold,2022-12-08 00:00:00
201,1223,Gold,2022-12-08 00:00:00
605,3874,Gold,2022-12-11 00:00:00
306,1929,Gold,2022-12-11 00:00:00
378,2430,Gold,2022-12-11 00:00:00
549,3504,Gold,2022-12-12 00:00:00
371,2388,Diamond,2022-12-13 00:00:00
147,826,Silver,2022-12-13 00:00:00
527,3348,Silver,2022-12-14 00:00:00
172,1030,Gold,2022-12-14 00:00:00
886,7325,Gold,2022-12-15 00:00:00
479,3085,Gold,2022-12-16 00:00:00
691,4492,Gold,2022-12-16 00:00:00
560,3577,Gold,2022-12-17 00:00:00
452,2910,Gold,2022-12-19 00:00:00
506,3236,Diamond,2022-12-19 00:00:00
735,4772,Gold,2022-12-19 00:00:00
654,4230,Gold,2022-12-21 00:00:00
196,1197,Gold,2022-12-22 00:00:00
473,3063,Gold,2022-12-22 00:00:00
829,6255,Gold,2022-12-22 00:00:00
310,1947,Silver,2022-12-23 00:00:00
76,464,Gold,2022-12-23 00:00:00
573,3638,Gold,2022-12-23 00:00:00
240,1459,Gold,2022-12-23 00:00:00
728,4725,Gold,2022-12-24 00:00:00
924,7862,Gold,2022-12-24 00:00:00
486,3128,Diamond,2022-12-25 00:00:00
1081,10696,Gold,2022-12-25 00:00:00
753,4974,Gold,2022-12-25 00:00:00
442,2796,Gold,2022-12-26 00:00:00
125,694,Diamond,2022-12-26 00:00:00
674,4360,Gold,2022-12-28 00:00:00
322,2063,Gold,2022-12-28 00:00:00
685,4467,Gold,2022-12-29 00:00:00
635,4083,Gold,2022-12-29 00:00:00
